,SK_ID_CURR
9052,204880.0
9053,204889.0
9054,204908.0
9055,204913.0
9056,204939.0
9057,204942.0
9058,204963.0
9059,204974.0
9060,205021.0
9061,205079.0
9062,205090.0
9063,205101.0
9064,205116.0
9065,205119.0
9066,205135.0
9067,205146.0
9068,205148.0
9069,205157.0
9070,205174.0
9071,205178.0
9072,205189.0
9073,205203.0
9074,205226.0
9075,205234.0
9076,205242.0
9077,205246.0
9078,205260.0
9079,205268.0
9080,205298.0
9081,205301.0
9082,205317.0
9083,205322.0
9084,205327.0
9085,205328.0
9086,205348.0
9087,205354.0
9088,205355.0
9089,205357.0
9090,205364.0
9091,205373.0
9092,205377.0
9093,205381.0
9094,205382.0
9095,205397.0
9096,205405.0
9097,205425.0
9098,205428.0
9099,205449.0
9100,205451.0
9101,205459.0
9102,205516.0
9103,205519.0
9104,205527.0
9105,205547.0
9106,205560.0
9107,205572.0
9108,205573.0
9109,205622.0
9110,205631.0
9111,205637.0
9112,205644.0
9113,205648.0
9114,205663.0
9115,205675.0
9116,205684.0
9117,205687.0
9118,205698.0
9119,205717.0
9120,205732.0
9121,205735.0
9122,205748.0
9123,205749.0
9124,205758.0
9125,205781.0
9126,205799.0
9127,205800.0
9128,205812.0
9129,205820.0
9130,205840.0
9131,205850.0
9132,205864.0
9133,205869.0
9134,205888.0
9135,205890.0
9136,205895.0
9137,205897.0
9138,205921.0
9139,205927.0
9140,205945.0
9141,205961.0
9142,205972.0
9143,205976.0
9144,205986.0
9145,205999.0
9146,206014.0
9147,206033.0
9148,206040.0
9149,206052.0
9150,206057.0
9151,206074.0
9152,206092.0
9153,206094.0
9154,206115.0
9155,206136.0
9156,206137.0
9157,206143.0
9158,206150.0
9159,206152.0
9160,206199.0
9161,206224.0
9162,206225.0
9163,206239.0
9164,206244.0
9165,206266.0
9166,206294.0
9167,206303.0
9168,206318.0
9169,206327.0
9170,206345.0
9171,206347.0
9172,206351.0
9173,206356.0
9174,206365.0
9175,206367.0
9176,206378.0
9177,206381.0
9178,206382.0
9179,206393.0
9180,206426.0
9181,206434.0
9182,206435.0
9183,206438.0
9184,206439.0
9185,206445.0
9186,206449.0
9187,206452.0
9188,206455.0
9189,206470.0
9190,206471.0
9191,206474.0
9192,206476.0
9193,206482.0
9194,206490.0
9195,206524.0
9196,206541.0
9197,206552.0
9198,206562.0
9199,206571.0
9200,206577.0
9201,206584.0
9202,206594.0
9203,206596.0
9204,206616.0
9205,206644.0
9206,206655.0
9207,206699.0
9208,206701.0
9209,206714.0
9210,206720.0
9211,206724.0
9212,206727.0
9213,206729.0
9214,206738.0
9215,206751.0
9216,206757.0
9217,206759.0
9218,206762.0
9219,206768.0
9220,206779.0
9221,206825.0
9222,206832.0
9223,206841.0
9224,206843.0
9225,206845.0
9226,206852.0
9227,206853.0
9228,206854.0
9229,206860.0
9230,206870.0
9231,206872.0
9232,206874.0
9233,206880.0
9234,206892.0
9235,206898.0
9236,206924.0
9237,206931.0
9238,206936.0
9239,206944.0
9240,206949.0
9241,206955.0
9242,206969.0
9243,206972.0
9244,206988.0
9245,207003.0
9246,207005.0
9247,207009.0
9248,207011.0
9249,207012.0
9250,207020.0
9251,207022.0
9252,207037.0
9253,207041.0
9254,207088.0
9255,207124.0
9256,207125.0
9257,207161.0
9258,207220.0
9259,207232.0
9260,207237.0
9261,207240.0
9262,207251.0
9263,207252.0
9264,207260.0
9265,207262.0
9266,207283.0
9267,207289.0
9268,207293.0
9269,207299.0
9270,207303.0
9271,207306.0
9272,207328.0
9273,207338.0
9274,207342.0
9275,207343.0
9276,207352.0
9277,207354.0
9278,207355.0
9279,207376.0
9280,207383.0
9281,207389.0
9282,207406.0
9283,207409.0
9284,207411.0
9285,207413.0
9286,207416.0
9287,207424.0
9288,207435.0
9289,207438.0
9290,207450.0
9291,207459.0
9292,207460.0
9293,207463.0
9294,207474.0
9295,207478.0
9296,207491.0
9297,207494.0
9298,207502.0
9299,207503.0
9300,207523.0
9301,207538.0
9302,207543.0
9303,207552.0
9304,207563.0
9305,207578.0
9306,207610.0
9307,207611.0
9308,207658.0
9309,207668.0
9310,207688.0
9311,207712.0
9312,207735.0
9313,207736.0
9314,207754.0
9315,207766.0
9316,207784.0
9317,207795.0
9318,207797.0
9319,207829.0
9320,207836.0
9321,207891.0
9322,207895.0
9323,207906.0
9324,207911.0
9325,207916.0
9326,207920.0
9327,207936.0
9328,207947.0
9329,207951.0
9330,208010.0
9331,208021.0
9332,208042.0
9333,208054.0
9334,208061.0
9335,208066.0
9336,208069.0
9337,208073.0
9338,208083.0
9339,208109.0
9340,208113.0
9341,208126.0
9342,208143.0
9343,208176.0
9344,208189.0
9345,208204.0
9346,208207.0
9347,208217.0
9348,208223.0
9349,208243.0
9350,208252.0
9351,208265.0
9352,208267.0
9353,208272.0
9354,208283.0
9355,208301.0
9356,208313.0
9357,208329.0
9358,208352.0
9359,208404.0
9360,208409.0
9361,208419.0
9362,208427.0
9363,208434.0
9364,208438.0
9365,208440.0
9366,208458.0
9367,208471.0
9368,208480.0
9369,208484.0
9370,208486.0
9371,208491.0
9372,208507.0
9373,208510.0
9374,208548.0
9375,208552.0
9376,208554.0
9377,208556.0
9378,208565.0
9379,208574.0
9380,208586.0
9381,208587.0
9382,208591.0
9383,208598.0
9384,208602.0
9385,208622.0
9386,208651.0
9387,208655.0
9388,208667.0
9389,208668.0
9390,208671.0
9391,208672.0
9392,208680.0
9393,208697.0
9394,208698.0
9395,208700.0
9396,208711.0
9397,208772.0
9398,208779.0
9399,208784.0
9400,208797.0
9401,208841.0
9402,208855.0
9403,208858.0
9404,208862.0
9405,208864.0
9406,208910.0
9407,208916.0
9408,208931.0
9409,208950.0
9410,208955.0
9411,208966.0
9412,208968.0
9413,208972.0
9414,208976.0
9415,208984.0
9416,208985.0
9417,209003.0
9418,209016.0
9419,209049.0
9420,209050.0
9421,209052.0
9422,209061.0
9423,209062.0
9424,209079.0
9425,209102.0
9426,209105.0
9427,209122.0
9428,209139.0
9429,209163.0
9430,209180.0
9431,209198.0
9432,209203.0
9433,209210.0
9434,209218.0
9435,209255.0
9436,209293.0
9437,209318.0
9438,209319.0
9439,209321.0
9440,209332.0
9441,209334.0
9442,209375.0
9443,209378.0
9444,209379.0
9445,209381.0
9446,209383.0
9447,209394.0
9448,209404.0
9449,209428.0
9450,209429.0
9451,209433.0
9452,209437.0
9453,209440.0
9454,209445.0
9455,209451.0
9456,209461.0
9457,209469.0
9458,209473.0
9459,209476.0
9460,209486.0
9461,209494.0
9462,209496.0
9463,209529.0
9464,209537.0
9465,209568.0
9466,209577.0
9467,209580.0
9468,209587.0
9469,209606.0
9470,209618.0
9471,209621.0
9472,209637.0
9473,209669.0
9474,209673.0
9475,209679.0
9476,209695.0
9477,209743.0
9478,209769.0
9479,209788.0
9480,209789.0
9481,209806.0
9482,209822.0
9483,209831.0
9484,209853.0
9485,209880.0
9486,209884.0
9487,209886.0
9488,209887.0
9489,209889.0
9490,209897.0
9491,209901.0
9492,209909.0
9493,209974.0
9494,209975.0
9495,210009.0
9496,210011.0
9497,210040.0
9498,210043.0
9499,210047.0
9500,210049.0
9501,210060.0
9502,210069.0
9503,210083.0
9504,210098.0
9505,210109.0
9506,210161.0
9507,210162.0
9508,210166.0
9509,210169.0
9510,210180.0
9511,210184.0
9512,210194.0
9513,210206.0
9514,210244.0
9515,210251.0
9516,210252.0
9517,210263.0
9518,210275.0
9519,210279.0
9520,210297.0
9521,210300.0
9522,210303.0
9523,210320.0
9524,210324.0
9525,210326.0
9526,210329.0
9527,210370.0
9528,210404.0
9529,210407.0
9530,210422.0
9531,210426.0
9532,210436.0
9533,210438.0
9534,210445.0
9535,210460.0
9536,210469.0
9537,210504.0
9538,210510.0
9539,210526.0
9540,210540.0
9541,210541.0
9542,210562.0
9543,210569.0
9544,210576.0
9545,210589.0
9546,210603.0
9547,210617.0
9548,210630.0
9549,210641.0
9550,210642.0
9551,210643.0
9552,210653.0
9553,210657.0
9554,210660.0
9555,210671.0
9556,210687.0
9557,210692.0
9558,210698.0
9559,210700.0
9560,210704.0
9561,210753.0
9562,210757.0
9563,210773.0
9564,210831.0
9565,210834.0
9566,210843.0
9567,210897.0
9568,210910.0
9569,210911.0
9570,210927.0
9571,210932.0
9572,210936.0
9573,210946.0
9574,210949.0
9575,210979.0
9576,210993.0
9577,211002.0
9578,211006.0
9579,211015.0
9580,211017.0
9581,211042.0
9582,211045.0
9583,211048.0
9584,211053.0
9585,211061.0
9586,211088.0
9587,211090.0
9588,211105.0
9589,211111.0
9590,211132.0
9591,211137.0
9592,211145.0
9593,211175.0
9594,211178.0
9595,211182.0
9596,211205.0
9597,211222.0
9598,211230.0
9599,211238.0
9600,211240.0
9601,211246.0
9602,211258.0
9603,211272.0
9604,211280.0
9605,211281.0
9606,211289.0
9607,211290.0
9608,211301.0
9609,211302.0
9610,211309.0
9611,211337.0
9612,211354.0
9613,211363.0
9614,211365.0
9615,211376.0
9616,211400.0
9617,211412.0
9618,211422.0
9619,211424.0
9620,211425.0
9621,211443.0
9622,211446.0
9623,211475.0
9624,211501.0
9625,211506.0
9626,211521.0
9627,211531.0
9628,211538.0
9629,211545.0
9630,211556.0
9631,211597.0
9632,211607.0
9633,211614.0
9634,211617.0
9635,211623.0
9636,211643.0
9637,211669.0
9638,211685.0
9639,211712.0
9640,211719.0
9641,211727.0
9642,211753.0
9643,211761.0
9644,211776.0
9645,211785.0
9646,211790.0
9647,211805.0
9648,211825.0
9649,211831.0
9650,211864.0
9651,211876.0
9652,211879.0
9653,211887.0
9654,211890.0
9655,211893.0
9656,211920.0
9657,211924.0
9658,211947.0
9659,211948.0
9660,211981.0
9661,211989.0
9662,211991.0
9663,212003.0
9664,212006.0
9665,212044.0
9666,212051.0
9667,212065.0
9668,212066.0
9669,212071.0
9670,212090.0
9671,212103.0
9672,212110.0
9673,212112.0
9674,212123.0
9675,212164.0
9676,212200.0
9677,212204.0
9678,212233.0
9679,212253.0
9680,212285.0
9681,212319.0
9682,212321.0
9683,212322.0
9684,212334.0
9685,212356.0
9686,212358.0
9687,212403.0
9688,212411.0
9689,212415.0
9690,212417.0
9691,212431.0
9692,212437.0
9693,212459.0
9694,212491.0
9695,212495.0
9696,212517.0
9697,212526.0
9698,212539.0
9699,212540.0
9700,212560.0
9701,212585.0
9702,212604.0
9703,212618.0
9704,212659.0
9705,212663.0
9706,212666.0
9707,212681.0
9708,212706.0
9709,212721.0
9710,212726.0
9711,212733.0
9712,212737.0
9713,212744.0
9714,212749.0
9715,212770.0
9716,212797.0
9717,212815.0
9718,212845.0
9719,212850.0
9720,212872.0
9721,212875.0
9722,212895.0
9723,212905.0
9724,212918.0
9725,212929.0
9726,212944.0
9727,212952.0
9728,212953.0
9729,212975.0
9730,212995.0
9731,213026.0
9732,213047.0
9733,213068.0
9734,213073.0
9735,213093.0
9736,213110.0
9737,213121.0
9738,213123.0
9739,213127.0
9740,213130.0
9741,213135.0
9742,213151.0
9743,213161.0
9744,213165.0
9745,213185.0
9746,213190.0
9747,213236.0
9748,213243.0
9749,213252.0
9750,213278.0
9751,213298.0
9752,213309.0
9753,213318.0
9754,213327.0
9755,213334.0
9756,213337.0
9757,213339.0
9758,213355.0
9759,213362.0
9760,213389.0
9761,213422.0
9762,213441.0
9763,213454.0
9764,213459.0
9765,213462.0
9766,213471.0
9767,213501.0
9768,213506.0
9769,213520.0
9770,213526.0
9771,213557.0
9772,213579.0
9773,213581.0
9774,213607.0
9775,213628.0
9776,213635.0
9777,213636.0
9778,213643.0
9779,213663.0
9780,213677.0
9781,213690.0
9782,213727.0
9783,213733.0
9784,213754.0
9785,213757.0
9786,213803.0
9787,213807.0
9788,213814.0
9789,213834.0
9790,213865.0
9791,213877.0
9792,213881.0
9793,213920.0
9794,213937.0
9795,213939.0
9796,213958.0
9797,213968.0
9798,213979.0
9799,213989.0
9800,213993.0
9801,213994.0
9802,214016.0
9803,214044.0
9804,214046.0
9805,214047.0
9806,214057.0
9807,214063.0
9808,214093.0
9809,214097.0
9810,214118.0
9811,214133.0
9812,214136.0
9813,214139.0
9814,214169.0
9815,214173.0
9816,214179.0
9817,214195.0
9818,214198.0
9819,214220.0
9820,214243.0
9821,214250.0
9822,214285.0
9823,214286.0
9824,214289.0
9825,214306.0
9826,214316.0
9827,214324.0
9828,214351.0
9829,214362.0
9830,214370.0
9831,214374.0
9832,214382.0
9833,214386.0
9834,214389.0
9835,214400.0
9836,214401.0
9837,214409.0
9838,214412.0
9839,214417.0
9840,214424.0
9841,214431.0
9842,214439.0
9843,214442.0
9844,214496.0
9845,214506.0
9846,214514.0
9847,214529.0
9848,214548.0
9849,214567.0
9850,214571.0
9851,214591.0
9852,214598.0
9853,214607.0
9854,214609.0
9855,214624.0
9856,214627.0
9857,214634.0
9858,214638.0
9859,214639.0
9860,214651.0
9861,214653.0
9862,214659.0
9863,214661.0
9864,214674.0
9865,214676.0
9866,214681.0
9867,214684.0
9868,214688.0
9869,214689.0
9870,214699.0
9871,214713.0
9872,214714.0
9873,214715.0
9874,214725.0
9875,214726.0
9876,214727.0
9877,214755.0
9878,214757.0
9879,214766.0
9880,214785.0
9881,214802.0
9882,214809.0
9883,214833.0
9884,214834.0
9885,214841.0
9886,214846.0
9887,214849.0
9888,214851.0
9889,214857.0
9890,214860.0
9891,214873.0
9892,214921.0
9893,214922.0
9894,214930.0
9895,214949.0
9896,214950.0
9897,214951.0
9898,214952.0
9899,214969.0
9900,214985.0
9901,214986.0
9902,214989.0
9903,214993.0
9904,214997.0
9905,215007.0
9906,215017.0
9907,215034.0
9908,215035.0
9909,215046.0
9910,215047.0
9911,215067.0
9912,215078.0
9913,215079.0
9914,215090.0
9915,215099.0
9916,215117.0
9917,215125.0
9918,215140.0
9919,215147.0
9920,215182.0
9921,215190.0
9922,215199.0
9923,215218.0
9924,215245.0
9925,215260.0
9926,215264.0
9927,215286.0
9928,215292.0
9929,215297.0
9930,215302.0
9931,215309.0
9932,215310.0
9933,215322.0
9934,215349.0
9935,215350.0
9936,215354.0
9937,215365.0
9938,215379.0
9939,215381.0
9940,215397.0
9941,215399.0
9942,215404.0
9943,215442.0
9944,215483.0
9945,215532.0
9946,215543.0
9947,215565.0
9948,215575.0
9949,215577.0
9950,215579.0
9951,215583.0
9952,215604.0
9953,215611.0
9954,215627.0
9955,215652.0
9956,215664.0
9957,215671.0
9958,215673.0
9959,215679.0
9960,215680.0
9961,215692.0
9962,215704.0
9963,215721.0
9964,215724.0
9965,215735.0
9966,215748.0
9967,215749.0
9968,215759.0
9969,215760.0
9970,215771.0
9971,215792.0
9972,215808.0
9973,215828.0
9974,215857.0
9975,215878.0
9976,215896.0
9977,215905.0
9978,215909.0
9979,215933.0
9980,215950.0
9981,215967.0
9982,215990.0
9983,215995.0
9984,215996.0
9985,215998.0
9986,216003.0
9987,216007.0
9988,216013.0
9989,216018.0
9990,216023.0
9991,216056.0
9992,216064.0
9993,216066.0
9994,216067.0
9995,216072.0
9996,216075.0
9997,216103.0
9998,216109.0
9999,216123.0
10000,216135.0
10001,216140.0
10002,216145.0
10003,216153.0
10004,216158.0
10005,216161.0
10006,216163.0
10007,216172.0
10008,216175.0
10009,216179.0
10010,216187.0
10011,216202.0
10012,216205.0
10013,216227.0
10014,216245.0
10015,216258.0
10016,216267.0
10017,216294.0
10018,216302.0
10019,216310.0
10020,216318.0
10021,216323.0
10022,216365.0
10023,216391.0
10024,216402.0
10025,216408.0
10026,216409.0
10027,216420.0
10028,216429.0
10029,216447.0
10030,216451.0
10031,216452.0
10032,216485.0
10033,216528.0
10034,216531.0
10035,216537.0
10036,216549.0
10037,216552.0
10038,216558.0
10039,216572.0
10040,216609.0
10041,216616.0
10042,216624.0
10043,216645.0
10044,216652.0
10045,216669.0
10046,216707.0
10047,216727.0
10048,216729.0
10049,216730.0
10050,216744.0
10051,216748.0
10052,216757.0
10053,216761.0
10054,216769.0
10055,216784.0
10056,216789.0
10057,216790.0
10058,216795.0
10059,216806.0
10060,216811.0
10061,216822.0
10062,216830.0
10063,216836.0
10064,216841.0
10065,216860.0
10066,216876.0
10067,216897.0
10068,216909.0
10069,216913.0
10070,216941.0
10071,216945.0
10072,216953.0
10073,216967.0
10074,216968.0
10075,216969.0
10076,216971.0
10077,217006.0
10078,217026.0
10079,217077.0
10080,217082.0
10081,217091.0
10082,217097.0
10083,217102.0
10084,217138.0
10085,217160.0
10086,217161.0
10087,217167.0
10088,217206.0
10089,217207.0
10090,217219.0
10091,217236.0
10092,217239.0
10093,217246.0
10094,217247.0
10095,217257.0
10096,217266.0
10097,217273.0
10098,217291.0
10099,217336.0
10100,217345.0
10101,217350.0
10102,217399.0
10103,217407.0
10104,217428.0
10105,217440.0
10106,217442.0
10107,217453.0
10108,217454.0
10109,217481.0
10110,217483.0
10111,217484.0
10112,217501.0
10113,217502.0
10114,217504.0
10115,217520.0
10116,217527.0
10117,217535.0
10118,217536.0
10119,217538.0
10120,217551.0
10121,217552.0
10122,217578.0
10123,217582.0
10124,217599.0
10125,217609.0
10126,217619.0
10127,217648.0
10128,217665.0
10129,217668.0
10130,217697.0
10131,217716.0
10132,217719.0
10133,217722.0
10134,217730.0
10135,217734.0
10136,217750.0
10137,217762.0
10138,217765.0
10139,217775.0
10140,217789.0
10141,217816.0
10142,217835.0
10143,217849.0
10144,217858.0
10145,217866.0
10146,217877.0
10147,217892.0
10148,217895.0
10149,217896.0
10150,217897.0
10151,217917.0
10152,217940.0
10153,217945.0
10154,217952.0
10155,217973.0
10156,217983.0
10157,217992.0
10158,217993.0
10159,217997.0
10160,218004.0
10161,218007.0
10162,218022.0
10163,218028.0
10164,218033.0
10165,218036.0
10166,218069.0
10167,218086.0
10168,218116.0
10169,218159.0
10170,218183.0
10171,218199.0
10172,218208.0
10173,218211.0
10174,218215.0
10175,218223.0
10176,218231.0
10177,218237.0
10178,218273.0
10179,218293.0
10180,218315.0
10181,218317.0
10182,218322.0
10183,218357.0
10184,218358.0
10185,218360.0
10186,218371.0
10187,218388.0
10188,218391.0
10189,218399.0
10190,218408.0
10191,218411.0
10192,218412.0
10193,218438.0
10194,218439.0
10195,218441.0
10196,218461.0
10197,218481.0
10198,218491.0
10199,218493.0
10200,218494.0
10201,218496.0
10202,218498.0
10203,218506.0
10204,218527.0
10205,218546.0
10206,218588.0
10207,218589.0
10208,218590.0
10209,218611.0
10210,218616.0
10211,218631.0
10212,218636.0
10213,218641.0
10214,218700.0
10215,218704.0
10216,218724.0
10217,218726.0
10218,218732.0
10219,218737.0
10220,218785.0
10221,218799.0
10222,218816.0
10223,218818.0
10224,218822.0
10225,218833.0
10226,218836.0
10227,218856.0
10228,218859.0
10229,218882.0
10230,218889.0
10231,218890.0
10232,218899.0
10233,218913.0
10234,218918.0
10235,218921.0
10236,218928.0
10237,218943.0
10238,218947.0
10239,218955.0
10240,218961.0
10241,218971.0
10242,218978.0
10243,218988.0
10244,218999.0
10245,219008.0
10246,219016.0
10247,219017.0
10248,219022.0
10249,219051.0
10250,219055.0
10251,219061.0
10252,219063.0
10253,219071.0
10254,219073.0
10255,219086.0
10256,219098.0
10257,219104.0
10258,219121.0
10259,219131.0
10260,219137.0
10261,219138.0
10262,219151.0
10263,219156.0
10264,219159.0
10265,219192.0
10266,219205.0
10267,219230.0
10268,219257.0
10269,219265.0
10270,219281.0
10271,219282.0
10272,219289.0
10273,219290.0
10274,219302.0
10275,219333.0
10276,219338.0
10277,219350.0
10278,219357.0
10279,219366.0
10280,219371.0
10281,219385.0
10282,219392.0
10283,219412.0
10284,219413.0
10285,219416.0
10286,219422.0
10287,219436.0
10288,219440.0
10289,219441.0
10290,219454.0
10291,219480.0
10292,219499.0
10293,219502.0
10294,219514.0
10295,219525.0
10296,219541.0
10297,219543.0
10298,219554.0
10299,219558.0
10300,219574.0
10301,219581.0
10302,219598.0
10303,219622.0
10304,219624.0
10305,219636.0
10306,219645.0
10307,219646.0
10308,219663.0
10309,219672.0
10310,219705.0
10311,219709.0
10312,219714.0
10313,219719.0
10314,219724.0
10315,219744.0
10316,219752.0
10317,219754.0
10318,219771.0
10319,219795.0
10320,219813.0
10321,219820.0
10322,219829.0
10323,219831.0
10324,219839.0
10325,219842.0
10326,219856.0
10327,219862.0
10328,219872.0
10329,219873.0
10330,219875.0
10331,219879.0
10332,219882.0
10333,219900.0
10334,219903.0
10335,219918.0
10336,219929.0
10337,219933.0
10338,219942.0
10339,219945.0
10340,219963.0
10341,219969.0
10342,219980.0
10343,220001.0
10344,220028.0
10345,220048.0
10346,220059.0
10347,220069.0
10348,220079.0
10349,220088.0
10350,220101.0
10351,220103.0
10352,220118.0
10353,220122.0
10354,220142.0
10355,220162.0
10356,220166.0
10357,220172.0
10358,220182.0
10359,220185.0
10360,220188.0
10361,220194.0
10362,220195.0
10363,220210.0
10364,220231.0
10365,220257.0
10366,220258.0
10367,220266.0
10368,220274.0
10369,220278.0
10370,220289.0
10371,220291.0
10372,220295.0
10373,220300.0
10374,220321.0
10375,220326.0
10376,220330.0
10377,220334.0
10378,220349.0
10379,220356.0
10380,220377.0
10381,220436.0
10382,220453.0
10383,220485.0
10384,220512.0
10385,220520.0
10386,220523.0
10387,220525.0
10388,220533.0
10389,220547.0
10390,220548.0
10391,220556.0
10392,220566.0
10393,220583.0
10394,220597.0
10395,220605.0
10396,220631.0
10397,220634.0
10398,220646.0
10399,220649.0
10400,220657.0
10401,220667.0
10402,220672.0
10403,220675.0
10404,220695.0
10405,220701.0
10406,220704.0
10407,220706.0
10408,220707.0
10409,220738.0
10410,220750.0
10411,220773.0
10412,220777.0
10413,220795.0
10414,220797.0
10415,220810.0
10416,220855.0
10417,220875.0
10418,220884.0
10419,220890.0
10420,220933.0
10421,220941.0
10422,220947.0
10423,220951.0
10424,220967.0
10425,220975.0
10426,220980.0
10427,220995.0
10428,220996.0
10429,220999.0
10430,221000.0
10431,221005.0
10432,221021.0
10433,221028.0
10434,221033.0
10435,221049.0
10436,221057.0
10437,221088.0
10438,221101.0
10439,221102.0
10440,221109.0
10441,221119.0
10442,221140.0
10443,221154.0
10444,221170.0
10445,221176.0
10446,221178.0
10447,221192.0
10448,221193.0
10449,221201.0
10450,221233.0
10451,221254.0
10452,221269.0
10453,221275.0
10454,221300.0
10455,221324.0
10456,221325.0
10457,221346.0
10458,221423.0
10459,221425.0
10460,221439.0
10461,221442.0
10462,221443.0
10463,221449.0
10464,221452.0
10465,221464.0
10466,221484.0
10467,221491.0
10468,221497.0
10469,221499.0
10470,221505.0
10471,221511.0
10472,221517.0
10473,221536.0
10474,221545.0
10475,221552.0
10476,221553.0
10477,221556.0
10478,221581.0
10479,221582.0
10480,221585.0
10481,221597.0
10482,221602.0
10483,221606.0
10484,221616.0
10485,221623.0
10486,221634.0
10487,221652.0
10488,221654.0
10489,221683.0
10490,221687.0
10491,221696.0
10492,221698.0
10493,221703.0
10494,221726.0
10495,221737.0
10496,221778.0
10497,221810.0
10498,221830.0
10499,221848.0
10500,221854.0
10501,221863.0
10502,221883.0
10503,221899.0
10504,221906.0
10505,221907.0
10506,221915.0
10507,221933.0
10508,221940.0
10509,221943.0
10510,221951.0
10511,221953.0
10512,221956.0
10513,221964.0
10514,221968.0
10515,221978.0
10516,221983.0
10517,221985.0
10518,221989.0
10519,222019.0
10520,222022.0
10521,222036.0
10522,222049.0
10523,222063.0
10524,222066.0
10525,222069.0
10526,222072.0
10527,222089.0
10528,222097.0
10529,222102.0
10530,222123.0
10531,222127.0
10532,222137.0
10533,222147.0
10534,222152.0
10535,222183.0
10536,222186.0
10537,222200.0
10538,222202.0
10539,222206.0
10540,222209.0
10541,222223.0
10542,222233.0
10543,222239.0
10544,222248.0
10545,222267.0
10546,222279.0
10547,222282.0
10548,222293.0
10549,222295.0
10550,222305.0
10551,222330.0
10552,222341.0
10553,222346.0
10554,222353.0
10555,222354.0
10556,222364.0
10557,222374.0
10558,222378.0
10559,222410.0
10560,222428.0
10561,222437.0
10562,222449.0
10563,222451.0
10564,222458.0
10565,222463.0
10566,222464.0
10567,222470.0
10568,222478.0
10569,222494.0
10570,222519.0
10571,222527.0
10572,222533.0
10573,222536.0
10574,222539.0
10575,222542.0
10576,222552.0
10577,222562.0
10578,222564.0
10579,222582.0
10580,222594.0
10581,222596.0
10582,222598.0
10583,222602.0
10584,222614.0
10585,222620.0
10586,222645.0
10587,222654.0
10588,222661.0
10589,222683.0
10590,222714.0
10591,222720.0
10592,222744.0
10593,222771.0
10594,222786.0
10595,222794.0
10596,222796.0
10597,222797.0
10598,222805.0
10599,222827.0
10600,222834.0
10601,222857.0
10602,222860.0
10603,222871.0
10604,222875.0
10605,222884.0
10606,222903.0
10607,222909.0
10608,222936.0
10609,222972.0
10610,222978.0
10611,222980.0
10612,222987.0
10613,222992.0
10614,223009.0
10615,223017.0
10616,223024.0
10617,223038.0
10618,223046.0
10619,223048.0
10620,223053.0
10621,223063.0
10622,223065.0
10623,223068.0
10624,223072.0
10625,223086.0
10626,223087.0
10627,223096.0
10628,223100.0
10629,223103.0
10630,223105.0
10631,223120.0
10632,223141.0
10633,223165.0
10634,223169.0
10635,223179.0
10636,223196.0
10637,223199.0
10638,223230.0
10639,223253.0
10640,223260.0
10641,223269.0
10642,223271.0
10643,223289.0
10644,223290.0
10645,223302.0
10646,223317.0
10647,223322.0
10648,223323.0
10649,223327.0
10650,223356.0
10651,223388.0
10652,223394.0
10653,223399.0
10654,223427.0
10655,223430.0
10656,223431.0
10657,223445.0
10658,223460.0
10659,223461.0
10660,223498.0
10661,223502.0
10662,223504.0
10663,223506.0
10664,223525.0
10665,223545.0
10666,223572.0
10667,223581.0
10668,223587.0
10669,223598.0
10670,223602.0
10671,223616.0
10672,223620.0
10673,223622.0
10674,223625.0
10675,223629.0
10676,223630.0
10677,223645.0
10678,223665.0
10679,223666.0
10680,223682.0
10681,223685.0
10682,223696.0
10683,223701.0
10684,223711.0
10685,223723.0
10686,223733.0
10687,223755.0
10688,223772.0
10689,223779.0
10690,223798.0
10691,223833.0
10692,223865.0
10693,223873.0
10694,223883.0
10695,223890.0
10696,223893.0
10697,223913.0
10698,223915.0
10699,223928.0
10700,223935.0
10701,223937.0
10702,223940.0
10703,223948.0
10704,223955.0
10705,223972.0
10706,223977.0
10707,223994.0
10708,223995.0
10709,224011.0
10710,224015.0
10711,224033.0
10712,224036.0
10713,224043.0
10714,224048.0
10715,224049.0
10716,224050.0
10717,224063.0
10718,224070.0
10719,224096.0
10720,224108.0
10721,224113.0
10722,224122.0
10723,224127.0
10724,224136.0
10725,224147.0
10726,224151.0
10727,224153.0
10728,224170.0
10729,224174.0
10730,224179.0
10731,224187.0
10732,224246.0
10733,224257.0
10734,224267.0
10735,224297.0
10736,224357.0
10737,224360.0
10738,224365.0
10739,224367.0
10740,224371.0
10741,224376.0
10742,224400.0
10743,224402.0
10744,224411.0
10745,224412.0
10746,224420.0
10747,224435.0
10748,224439.0
10749,224446.0
10750,224449.0
10751,224451.0
10752,224457.0
10753,224462.0
10754,224498.0
10755,224506.0
10756,224512.0
10757,224526.0
10758,224530.0
10759,224568.0
10760,224574.0
10761,224598.0
10762,224600.0
10763,224608.0
10764,224623.0
10765,224639.0
10766,224663.0
10767,224665.0
10768,224667.0
10769,224689.0
10770,224722.0
10771,224729.0
10772,224738.0
10773,224740.0
10774,224766.0
10775,224779.0
10776,224784.0
10777,224790.0
10778,224802.0
10779,224817.0
10780,224828.0
10781,224832.0
10782,224867.0
10783,224868.0
10784,224869.0
10785,224870.0
10786,224883.0
10787,224894.0
10788,224906.0
10789,224910.0
10790,224963.0
10791,224982.0
10792,224989.0
10793,224996.0
10794,225002.0
10795,225037.0
10796,225051.0
10797,225066.0
10798,225078.0
10799,225080.0
